,language,sentence_id,n,vertex_id,in_degree,out_degree,degree,is_leaf,descendants,closeness,betweenness,pagerank,harmonic,eigenvector
64086,Italian,191,31,29,1,0,1,1,0,0.05555555555555555,0.0,0.03739019186684016,2.283333333333333,0.0
64087,Italian,191,31,3,1,2,3,0,16,0.04444444444444444,0.0367816091954023,0.025692783936021556,1.5,0.0
64088,Italian,191,31,1,1,0,1,1,0,0.05,0.0,0.02754457043782782,1.8333333333333333,0.0
64089,Italian,191,31,12,1,2,3,0,14,0.05,0.04827586206896552,0.02754457043782782,1.8333333333333333,0.0
64090,Italian,191,31,4,1,0,1,1,0,0.05333333333333334,0.0,0.028331567624159663,2.0833333333333335,0.0
64091,Italian,191,31,8,1,2,3,0,12,0.05333333333333334,0.05517241379310345,0.028331567624159663,2.0833333333333335,0.0
64092,Italian,191,31,28,1,0,1,1,0,0.05555555555555555,0.0,0.028666036208427927,2.283333333333333,0.0
64093,Italian,191,31,9,1,1,2,0,10,0.05555555555555555,0.05747126436781609,0.028666036208427927,2.283333333333333,0.0
64094,Italian,191,31,30,1,2,3,0,9,0.05714285714285714,0.06206896551724138,0.040991129150650465,2.45,0.0
64095,Italian,191,31,14,1,0,1,1,0,0.058333333333333334,0.0,0.034046129831231765,2.592857142857143,0.0
64096,Italian,191,31,31,1,1,2,0,7,0.058333333333333334,0.05632183908045977,0.034046129831231765,2.592857142857143,0.0
64097,Italian,191,31,15,1,1,2,0,6,0.059259259259259255,0.05517241379310345,0.045563870211437374,2.7178571428571425,0.0
64098,Italian,191,31,23,1,2,3,0,5,0.06,0.05172413793103448,0.0553534596336179,2.828968253968254,0.0
64099,Italian,191,31,19,1,0,1,1,0,0.06060606060606061,0.0,0.040149634501680756,2.928968253968254,0.0
64100,Italian,191,31,27,1,1,2,0,3,0.06060606060606061,0.034482758620689655,0.040149634501680756,2.928968253968254,0.0
64101,Italian,191,31,13,1,2,3,0,2,0.0611111111111111,0.02528735632183908,0.05075094448493289,3.019877344877345,0.0
64102,Italian,191,31,7,1,0,1,1,0,0.06153846153846154,0.0,0.03819363297722483,3.103210678210678,0.0
64103,Italian,191,31,26,1,0,1,1,0,0.06153846153846154,0.0,0.03819363297722483,3.103210678210678,0.0
64104,Italian,192,30,4,1,1,2,0,1,0.034482758620689655,0.0012315270935960591,0.023184037469850812,1.0,0.0
64105,Italian,192,30,1,1,0,1,1,0,0.04597701149425287,0.0,0.03777178780423761,1.5,0.0
64106,Italian,192,30,15,0,3,3,0,29,0.0,0.0,0.018065531048564773,0.0,0.0
64107,Italian,192,30,7,1,1,2,0,6,0.034482758620689655,0.007389162561576354,0.023184037469850812,1.0,0.0
64108,Italian,192,30,12,1,1,2,0,5,0.04597701149425287,0.012315270935960592,0.03777178780423761,1.5,0.0
64109,Italian,192,30,27,1,2,3,0,4,0.05172413793103448,0.014778325123152709,0.050171300182049405,1.8333333333333333,0.0
64110,Italian,192,30,30,1,0,1,1,0,0.05517241379310345,0.0,0.03938809013018714,2.083333333333333,0.0
64111,Italian,192,30,11,1,1,2,0,2,0.05517241379310345,0.009852216748768473,0.03938809013018714,2.083333333333333,0.0
64112,Italian,192,30,14,1,1,2,0,1,0.05747126436781609,0.006157635467980296,0.051546041424376854,2.283333333333333,0.0
64113,Italian,192,30,9,1,0,1,1,0,0.059113300492610835,0.0,0.06188256641208392,2.45,0.0
64114,Italian,192,30,25,1,1,2,0,19,0.034482758620689655,0.023399014778325122,0.023184037469850812,1.0,0.0
64115,Italian,192,30,18,1,3,4,0,18,0.04597701149425287,0.04433497536945813,0.03777178780423761,1.5,0.0
64116,Italian,192,30,5,1,0,1,1,0,0.05172413793103448,0.0,0.028767454093059648,1.8333333333333333,0.0
64117,Italian,192,30,16,1,0,1,1,0,0.05172413793103448,0.0,0.028767454093059648,1.8333333333333333,0.0
64118,Italian,192,30,29,1,2,3,0,15,0.05172413793103448,0.05541871921182266,0.028767454093059648,1.8333333333333333,0.0
64119,Italian,192,30,2,1,1,2,0,1,0.05517241379310345,0.0049261083743842365,0.030291557163724933,2.083333333333333,0.0
64120,Italian,192,30,26,1,0,1,1,0,0.05747126436781609,0.0,0.04381345150822226,2.283333333333333,0.0
64121,Italian,192,30,13,1,3,4,0,12,0.05517241379310345,0.059113300492610835,0.030291557163724933,2.083333333333333,0.0
64122,Italian,192,30,6,1,0,1,1,0,0.05747126436781609,0.0,0.026648171201783935,2.283333333333333,0.0
64123,Italian,192,30,8,1,1,2,0,3,0.05747126436781609,0.01847290640394089,0.026648171201783935,2.283333333333333,0.0
64124,Italian,192,30,17,1,2,3,0,2,0.059113300492610835,0.014778325123152709,0.04071661178276695,2.45,0.0
64125,Italian,192,30,22,1,0,1,1,0,0.0603448275862069,0.0,0.03536998001040011,2.5928571428571425,0.0
64126,Italian,192,30,21,1,0,1,1,0,0.0603448275862069,0.0,0.03536998001040011,2.5928571428571425,0.0
64127,Italian,192,30,20,1,3,4,0,6,0.05747126436781609,0.03694581280788178,0.026648171201783935,2.283333333333333,0.0
64128,Italian,192,30,10,1,0,1,1,0,0.059113300492610835,0.0,0.025615891293298828,2.45,0.0
64129,Italian,192,30,23,1,1,2,0,1,0.059113300492610835,0.007389162561576354,0.025615891293298828,2.45,0.0
64130,Italian,192,30,28,1,0,1,1,0,0.0603448275862069,0.0,0.03983884319902707,2.592857142857143,0.0
64131,Italian,192,30,19,1,2,3,0,2,0.059113300492610835,0.014778325123152709,0.025615891293298828,2.45,0.0
64132,Italian,192,30,24,1,0,1,1,0,0.0603448275862069,0.0,0.028952187123795922,2.592857142857143,0.0
64133,Italian,192,30,3,1,0,1,1,0,0.0603448275862069,0.0,0.028952187123795922,2.592857142857143,0.0
64134,Italian,194,8,4,1,2,3,0,5,0.19047619047619047,0.23809523809523808,0.15357450972766346,1.5,0.0
64135,Italian,194,8,2,1,0,1,1,0,0.21428571428571427,0.0,0.12496695986065645,1.8333333333333333,0.0
64136,Italian,194,8,3,0,1,1,0,7,0.0,0.0,0.05969838824504678,0.0,0.0
64137,Italian,194,8,5,1,1,2,0,6,0.14285714285714285,0.14285714285714285,0.11044236838584058,1.0,0.0
64138,Italian,194,8,7,1,1,2,0,3,0.21428571428571427,0.21428571428571427,0.12496695986065645,1.8333333333333333,0.0
64139,Italian,194,8,1,1,2,3,0,2,0.22857142857142856,0.19047619047619047,0.16591999910870942,2.083333333333333,0.0
64140,Italian,194,8,6,1,0,1,1,0,0.23809523809523808,0.0,0.1302154074057134,2.283333333333333,0.0
64141,Italian,194,8,8,1,0,1,1,0,0.23809523809523808,0.0,0.1302154074057134,2.283333333333333,0.0
64142,Italian,195,23,5,0,2,2,0,22,0.0,0.0,0.022796869712863335,0.0,0.0
64143,Italian,195,23,3,1,1,2,0,5,0.045454545454545456,0.010822510822510822,0.032485659535517866,1.0,0.0
64144,Italian,195,23,23,1,1,2,0,4,0.06060606060606061,0.017316017316017316,0.05041026128663971,1.5,0.0
64145,Italian,195,23,15,1,2,3,0,3,0.06818181818181818,0.01948051948051948,0.0656464767100563,1.8333333333333333,0.0
64146,Italian,195,23,13,1,0,1,1,0,0.07272727272727274,0.0,0.05069647090602872,2.083333333333333,0.0
64147,Italian,195,23,6,1,1,2,0,1,0.07272727272727274,0.008658008658008658,0.05069647090602872,2.083333333333333,0.0
64148,Italian,195,23,10,1,0,1,1,0,0.07575757575757575,0.0,0.06588753564698249,2.283333333333333,0.0
64149,Italian,195,23,2,1,3,4,0,15,0.045454545454545456,0.032467532467532464,0.032485659535517866,1.0,0.0
64150,Italian,195,23,22,1,0,1,1,0,0.06060606060606061,0.0,0.03200133357078879,1.5,0.0
64151,Italian,195,23,1,1,1,2,0,2,0.06060606060606061,0.008658008658008658,0.03200133357078879,1.5,0.0
64152,Italian,195,23,20,1,1,2,0,1,0.06818181818181818,0.006493506493506494,0.04999845847546702,1.8333333333333333,0.0
64153,Italian,195,23,21,1,0,1,1,0,0.07272727272727274,0.0,0.06529607284313604,2.083333333333333,0.0
64154,Italian,195,23,18,1,1,2,0,10,0.06060606060606061,0.04329004329004329,0.03200133357078879,1.5,0.0
64155,Italian,195,23,16,1,1,2,0,9,0.06818181818181818,0.05844155844155844,0.04999845847546702,1.8333333333333333,0.0
64156,Italian,195,23,12,1,3,4,0,8,0.07272727272727274,0.06926406926406926,0.06529607284313604,2.083333333333333,0.0
64157,Italian,195,23,8,1,0,1,1,0,0.07575757575757575,0.0,0.0412972889581093,2.283333333333333,0.0
64158,Italian,195,23,19,1,0,1,1,0,0.07575757575757575,0.0,0.0412972889581093,2.283333333333333,0.0
64159,Italian,195,23,4,1,3,4,0,5,0.07575757575757575,0.05411255411255411,0.0412972889581093,2.283333333333333,0.0
64160,Italian,195,23,7,1,0,1,1,0,0.0779220779220779,0.0,0.03449755123612787,2.45,0.0
64161,Italian,195,23,9,1,0,1,1,0,0.0779220779220779,0.0,0.03449755123612787,2.45,0.0
64162,Italian,195,23,14,1,2,3,0,2,0.0779220779220779,0.025974025974025976,0.03449755123612787,2.45,0.0
64163,Italian,195,23,17,1,0,1,1,0,0.07954545454545454,0.0,0.03745850591404039,2.592857142857143,0.0
64164,Italian,195,23,11,1,0,1,1,0,0.07954545454545454,0.0,0.03745850591404039,2.592857142857143,0.0
64165,Italian,198,23,17,1,1,2,0,1,0.045454545454545456,0.0021645021645021645,0.03707208142132247,1.0,0.0
64166,Italian,198,23,1,1,0,1,1,0,0.06060606060606061,0.0,0.057526609434240386,1.5,0.0
64167,Italian,198,23,9,0,2,2,0,22,0.0,0.0,0.02601537736937283,0.0,0.0
64168,Italian,198,23,23,1,1,2,0,19,0.045454545454545456,0.04112554112554113,0.03707208142132247,1.0,0.0
64169,Italian,198,23,21,1,4,5,0,18,0.06060606060606061,0.07792207792207792,0.057526609434240386,1.5,0.0
64170,Italian,198,23,7,1,1,2,0,1,0.06818181818181818,0.006493506493506494,0.03823989814925492,1.8333333333333333,0.0
64171,Italian,198,23,15,1,0,1,1,0,0.07272727272727274,0.0,0.05851909489089366,2.0833333333333335,0.0
64172,Italian,198,23,8,1,0,1,1,0,0.06818181818181818,0.0,0.03823989814925492,1.8333333333333333,0.0
64173,Italian,198,23,19,1,1,2,0,1,0.06818181818181818,0.006493506493506494,0.03823989814925492,1.8333333333333333,0.0
64174,Italian,198,23,20,1,0,1,1,0,0.07272727272727274,0.0,0.05851909489089366,2.0833333333333335,0.0
64175,Italian,198,23,6,1,3,4,0,12,0.06818181818181818,0.07792207792207792,0.03823989814925492,1.8333333333333333,0.0
64176,Italian,198,23,14,1,0,1,1,0,0.07272727272727274,0.0,0.03684994987654644,2.0833333333333335,0.0
64177,Italian,198,23,13,1,0,1,1,0,0.07272727272727274,0.0,0.03684994987654644,2.0833333333333335,0.0
64178,Italian,198,23,16,1,3,4,0,6,0.07575757575757575,0.06493506493506493,0.0416767739601831,2.283333333333333,0.0
64179,Italian,198,23,11,1,0,1,1,0,0.0779220779220779,0.0,0.037823949819920516,2.45,0.0
64180,Italian,198,23,12,1,0,1,1,0,0.0779220779220779,0.0,0.037823949819920516,2.45,0.0
64181,Italian,198,23,18,1,2,3,0,9,0.07272727272727274,0.07792207792207792,0.03684994987654644,2.0833333333333335,0.0
64182,Italian,198,23,2,1,2,3,0,3,0.0779220779220779,0.03896103896103896,0.037823949819920516,2.45,0.0
64183,Italian,198,23,22,1,0,1,1,0,0.07954545454545454,0.0,0.042090461823724945,2.592857142857143,0.0
64184,Italian,198,23,3,1,1,2,0,1,0.07954545454545454,0.015151515151515152,0.042090461823724945,2.592857142857143,0.0
64185,Italian,198,23,10,1,0,1,1,0,0.0808080808080808,0.0,0.06179219316246143,2.7178571428571425,0.0
64186,Italian,198,23,4,1,1,2,0,1,0.07575757575757575,0.010822510822510822,0.0416767739601831,2.283333333333333,0.0
64187,Italian,198,23,5,1,0,1,1,0,0.0779220779220779,0.0,0.061441094721015915,2.45,0.0
64188,Italian,199,10,2,0,3,3,0,9,0.0,0.0,0.04586484176937718,0.0,0.0
64189,Italian,199,10,10,1,1,2,0,2,0.1111111111111111,0.027777777777777776,0.05885996832126633,1.0,0.0
64190,Italian,199,10,4,1,1,2,0,1,0.14814814814814814,0.027777777777777776,0.0958960607723654,1.5,0.0
64191,Italian,199,10,8,1,0,1,1,0,0.16666666666666666,0.0,0.12737626483751865,1.8333333333333333,0.0
64192,Italian,199,10,9,1,0,1,1,0,0.1111111111111111,0.0,0.05885996832126633,1.0,0.0
64193,Italian,199,10,7,1,1,2,0,4,0.1111111111111111,0.05555555555555555,0.05885996832126633,1.0,0.0
64194,Italian,199,10,1,1,1,2,0,3,0.14814814814814814,0.08333333333333333,0.0958960607723654,1.5,0.0
64195,Italian,199,10,6,1,1,2,0,2,0.16666666666666666,0.08333333333333333,0.12737626483751865,1.8333333333333333,0.0
64196,Italian,199,10,5,1,1,2,0,1,0.17777777777777778,0.05555555555555555,0.15413324417101543,2.0833333333333335,0.0
64197,Italian,199,10,3,1,0,1,1,0,0.18518518518518517,0.0,0.17687735787604048,2.283333333333333,0.0
64198,Italian,202,14,7,0,4,4,0,13,0.0,0.0,0.04277713408513063,0.0,0.0
64199,Italian,202,14,12,1,1,2,0,1,0.07692307692307693,0.00641025641025641,0.051867224455784317,1.0,0.0
64200,Italian,202,14,14,1,0,1,1,0,0.10256410256410256,0.0,0.08686427487254732,1.5,0.0
64201,Italian,202,14,10,1,0,1,1,0,0.07692307692307693,0.0,0.051867224455784317,1.0,0.0
64202,Italian,202,14,5,1,0,1,1,0,0.07692307692307693,0.0,0.051867224455784317,1.0,0.0
64203,Italian,202,14,6,1,2,3,0,8,0.07692307692307693,0.05128205128205128,0.051867224455784317,1.0,0.0
64204,Italian,202,14,4,1,1,2,0,3,0.10256410256410256,0.038461538461538464,0.06482070447883896,1.5,0.0
64205,Italian,202,14,13,1,2,3,0,2,0.11538461538461539,0.038461538461538464,0.09787513063985968,1.8333333333333333,0.0
64206,Italian,202,14,1,1,0,1,1,0,0.12307692307692308,0.0,0.08437450574544685,2.083333333333333,0.0
64207,Italian,202,14,11,1,0,1,1,0,0.12307692307692308,0.0,0.08437450574544685,2.083333333333333,0.0
64208,Italian,202,14,2,1,1,2,0,3,0.10256410256410256,0.038461538461538464,0.06482070447883896,1.5,0.0
64209,Italian,202,14,8,1,2,3,0,2,0.11538461538461539,0.038461538461538464,0.09787513063985968,1.8333333333333333,0.0
64210,Italian,202,14,9,1,0,1,1,0,0.12307692307692308,0.0,0.08437450574544685,2.083333333333333,0.0
64211,Italian,202,14,3,1,0,1,1,0,0.12307692307692308,0.0,0.08437450574544685,2.083333333333333,0.0
64212,Italian,203,37,19,1,2,3,0,5,0.027777777777777776,0.003968253968253968,0.01853368146209743,1.0,0.0
64213,Italian,203,37,16,1,0,1,1,0,0.037037037037037035,0.0,0.022318625669492397,1.5,0.0
64214,Italian,203,37,11,0,3,3,0,36,0.0,0.0,0.0144418205241863,0.0,0.0
64215,Italian,203,37,29,1,1,2,0,3,0.037037037037037035,0.004761904761904762,0.022318625669492397,1.5,0.0
64216,Italian,203,37,10,1,2,3,0,2,0.041666666666666664,0.004761904761904762,0.03341267827175091,1.8333333333333333,0.0
64217,Italian,203,37,37,1,0,1,1,0,0.044444444444444446,0.0,0.028642398432105143,2.083333333333333,0.0
64218,Italian,203,37,5,1,0,1,1,0,0.044444444444444446,0.0,0.028642398432105143,2.083333333333333,0.0
64219,Italian,203,37,24,1,0,1,1,0,0.027777777777777776,0.0,0.01853368146209743,1.0,0.0
64220,Italian,203,37,2,1,2,3,0,28,0.027777777777777776,0.022222222222222223,0.01853368146209743,1.0,0.0
64221,Italian,203,37,18,1,0,1,1,0,0.037037037037037035,0.0,0.022318625669492397,1.5,0.0
64222,Italian,203,37,26,1,3,4,0,26,0.037037037037037035,0.04126984126984127,0.022318625669492397,1.5,0.0
64223,Italian,203,37,15,1,0,1,1,0,0.041666666666666664,0.0,0.0207654397733745,1.8333333333333333,0.0
64224,Italian,203,37,33,1,1,2,0,3,0.041666666666666664,0.007142857142857143,0.0207654397733745,1.8333333333333333,0.0
64225,Italian,203,37,14,1,2,3,0,2,0.044444444444444446,0.006349206349206349,0.032092594338621126,2.083333333333333,0.0
64226,Italian,203,37,35,1,0,1,1,0,0.046296296296296294,0.0,0.028081190664473638,2.283333333333333,0.0
64227,Italian,203,37,31,1,0,1,1,0,0.046296296296296294,0.0,0.028081190664473638,2.283333333333333,0.0
64228,Italian,203,37,7,1,2,3,0,20,0.041666666666666664,0.047619047619047616,0.0207654397733745,1.8333333333333333,0.0
64229,Italian,203,37,32,1,0,1,1,0,0.044444444444444446,0.0,0.02326720743140371,2.083333333333333,0.0
64230,Italian,203,37,27,1,3,4,0,18,0.044444444444444446,0.05714285714285714,0.02326720743140371,2.083333333333333,0.0
64231,Italian,203,37,23,1,0,1,1,0,0.046296296296296294,0.0,0.021034207706570978,2.283333333333333,0.0
64232,Italian,203,37,9,1,1,2,0,5,0.046296296296296294,0.01984126984126984,0.021034207706570978,2.283333333333333,0.0
64233,Italian,203,37,22,1,2,3,0,4,0.047619047619047616,0.01904761904761905,0.03232095555806346,2.45,0.0
64234,Italian,203,37,20,1,0,1,1,0,0.04861111111111111,0.0,0.028178200107858976,2.592857142857143,0.0
64235,Italian,203,37,34,1,1,2,0,2,0.04861111111111111,0.011111111111111112,0.028178200107858976,2.592857142857143,0.0
64236,Italian,203,37,17,1,1,2,0,1,0.04938271604938271,0.006349206349206349,0.038393195512680785,2.717857142857143,0.0
64237,Italian,203,37,12,1,0,1,1,0,0.05,0.0,0.047075607785424356,2.828968253968254,0.0
64238,Italian,203,37,21,1,1,2,0,10,0.046296296296296294,0.03968253968253968,0.021034207706570978,2.283333333333333,0.0
64239,Italian,203,37,6,1,2,3,0,9,0.047619047619047616,0.04285714285714286,0.03232095555806346,2.45,0.0
64240,Italian,203,37,30,1,0,1,1,0,0.04861111111111111,0.0,0.028178200107858976,2.592857142857143,0.0
64241,Italian,203,37,25,1,1,2,0,7,0.04861111111111111,0.03888888888888889,0.028178200107858976,2.592857142857143,0.0
64242,Italian,203,37,8,1,1,2,0,6,0.04938271604938271,0.0380952380952381,0.038393195512680785,2.7178571428571425,0.0
64243,Italian,203,37,4,1,2,3,0,5,0.05,0.03571428571428571,0.047075607785424356,2.828968253968254,0.0
64244,Italian,203,37,3,1,0,1,1,0,0.05050505050505051,0.0,0.03444746612906342,2.928968253968254,0.0
64245,Italian,203,37,36,1,3,4,0,3,0.05050505050505051,0.023809523809523808,0.03444746612906342,2.928968253968254,0.0
64246,Italian,203,37,13,1,0,1,1,0,0.05092592592592593,0.0,0.024203191301159527,3.019877344877345,0.0
64247,Italian,203,37,28,1,0,1,1,0,0.05092592592592593,0.0,0.024203191301159527,3.019877344877345,0.0
64248,Italian,203,37,1,1,0,1,1,0,0.05092592592592593,0.0,0.024203191301159527,3.019877344877345,0.0
64249,Italian,206,16,13,0,3,3,0,15,0.0,0.0,0.035493659607790655,0.0,0.0
64250,Italian,206,16,12,1,2,3,0,4,0.06666666666666667,0.01904761904761905,0.04555009043268486,1.0,0.0
64251,Italian,206,16,16,1,0,1,1,0,0.08888888888888888,0.0,0.05485218454846358,1.5,0.0
64252,Italian,206,16,5,1,1,2,0,2,0.08888888888888888,0.01904761904761905,0.05485218454846358,1.5,0.0
64253,Italian,206,16,2,1,1,2,0,1,0.1,0.014285714285714287,0.08211779187421539,1.8333333333333333,0.0
64254,Italian,206,16,4,1,0,1,1,0,0.10666666666666667,0.0,0.10529437516657242,2.083333333333333,0.0
64255,Italian,206,16,9,1,3,4,0,5,0.06666666666666667,0.02380952380952381,0.04555009043268486,1.0,0.0
64256,Italian,206,16,1,1,0,1,1,0,0.08888888888888888,0.0,0.0483993429015726,1.5,0.0
64257,Italian,206,16,8,1,0,1,1,0,0.08888888888888888,0.0,0.0483993429015726,1.5,0.0
64258,Italian,206,16,10,1,1,2,0,2,0.08888888888888888,0.01904761904761905,0.0483993429015726,1.5,0.0
64259,Italian,206,16,7,1,1,2,0,1,0.1,0.014285714285714287,0.07663284527696801,1.8333333333333333,0.0
64260,Italian,206,16,6,1,0,1,1,0,0.10666666666666667,0.0,0.10063165821186926,2.083333333333333,0.0
64261,Italian,206,16,3,1,1,2,0,3,0.06666666666666667,0.014285714285714287,0.04555009043268486,1.0,0.0
64262,Italian,206,16,15,1,2,3,0,2,0.08888888888888888,0.01904761904761905,0.0742107094891365,1.5,0.0
64263,Italian,206,16,11,1,0,1,1,0,0.1,0.0,0.06703314563687406,1.8333333333333333,0.0
64264,Italian,206,16,14,1,0,1,1,0,0.1,0.0,0.06703314563687406,1.8333333333333333,0.0
64265,Italian,208,15,7,0,2,2,0,14,0.0,0.0,0.038321858641243725,0.0,0.0
64266,Italian,208,15,14,1,0,1,1,0,0.07142857142857142,0.0,0.0546086002335242,1.0,0.0
64267,Italian,208,15,11,1,1,2,0,12,0.07142857142857142,0.06593406593406594,0.0546086002335242,1.0,0.0
64268,Italian,208,15,12,1,3,4,0,11,0.09523809523809523,0.1208791208791209,0.08473891943088893,1.5,0.0
64269,Italian,208,15,13,1,0,1,1,0,0.10714285714285714,0.0,0.06233082871007547,1.8333333333333333,0.0
64270,Italian,208,15,8,1,2,3,0,2,0.10714285714285714,0.03296703296703297,0.06233082871007547,1.8333333333333333,0.0
64271,Italian,208,15,4,1,0,1,1,0,0.11428571428571428,0.0,0.06481269927862932,2.083333333333333,0.0
64272,Italian,208,15,1,1,0,1,1,0,0.11428571428571428,0.0,0.06481269927862932,2.083333333333333,0.0
64273,Italian,208,15,9,1,3,4,0,6,0.10714285714285714,0.09890109890109891,0.06233082871007547,1.8333333333333333,0.0
64274,Italian,208,15,2,1,0,1,1,0,0.11428571428571428,0.0,0.055982419066167445,2.083333333333333,0.0
64275,Italian,208,15,15,1,1,2,0,1,0.11904761904761904,0.027472527472527476,0.08590720634662308,2.283333333333333,0.0
64276,Italian,208,15,6,1,0,1,1,0,0.12244897959183672,0.0,0.11134246688158542,2.45,0.0
64277,Italian,208,15,5,1,1,2,0,2,0.11428571428571428,0.04395604395604396,0.055982419066167445,2.083333333333333,0.0
64278,Italian,208,15,10,1,1,2,0,1,0.11428571428571428,0.02197802197802198,0.055982419066167445,2.083333333333333,0.0
64279,Italian,208,15,3,1,0,1,1,0,0.11904761904761904,0.0,0.08590720634662308,2.283333333333333,0.0
64280,Italian,209,7,6,0,3,3,0,6,0.0,0.0,0.09751861631254506,0.0,0.0
64281,Italian,209,7,2,1,0,1,1,0,0.16666666666666666,0.0,0.1251489961758152,1.0,0.0
64282,Italian,209,7,1,1,2,3,0,3,0.16666666666666666,0.1,0.1251489961758152,1.0,0.0
64283,Italian,209,7,3,1,0,1,1,0,0.2222222222222222,0.0,0.15070705602303008,1.5,0.0
64284,Italian,209,7,5,1,0,1,1,0,0.16666666666666666,0.0,0.1251489961758152,1.0,0.0
64285,Italian,209,7,7,1,1,2,0,1,0.2222222222222222,0.06666666666666667,0.15070705602303008,1.5,0.0
64286,Italian,209,7,4,1,0,1,1,0,0.25,0.0,0.22562028311394874,1.8333333333333333,0.0
64287,Italian,210,11,11,0,2,2,0,10,0.0,0.0,0.042327064192012064,0.0,0.0
64288,Italian,210,11,1,1,0,1,1,0,0.1,0.0,0.06031594062542025,1.0,0.0
64289,Italian,210,11,4,1,1,2,0,8,0.1,0.08888888888888889,0.06031594062542025,1.0,0.0
64290,Italian,210,11,10,1,1,2,0,7,0.13333333333333333,0.15555555555555556,0.09359514733030036,1.5,0.0
64291,Italian,210,11,2,1,2,3,0,6,0.15,0.2,0.12188215998360914,1.8333333333333333,0.0
64292,Italian,210,11,6,1,1,2,0,1,0.16000000000000003,0.044444444444444446,0.09412673747655069,2.083333333333333,0.0
64293,Italian,210,11,9,1,0,1,1,0,0.16666666666666666,0.0,0.12233515442472263,2.2833333333333337,0.0
64294,Italian,210,11,5,1,1,2,0,3,0.16000000000000003,0.13333333333333333,0.09412673747655069,2.083333333333333,0.0
64295,Italian,210,11,8,1,2,3,0,2,0.16666666666666666,0.11111111111111112,0.12233515442472263,2.2833333333333337,0.0
64296,Italian,210,11,7,1,0,1,1,0,0.1714285714285714,0.0,0.09431998172034577,2.4499999999999997,0.0
64297,Italian,210,11,3,1,0,1,1,0,0.1714285714285714,0.0,0.09431998172034577,2.4499999999999997,0.0
64298,Italian,211,17,17,0,1,1,0,16,0.0,0.0,0.027913767564930372,0.0,0.0
64299,Italian,211,17,12,1,1,2,0,15,0.0625,0.0625,0.051640205094584744,1.0,0.0
64300,Italian,211,17,14,1,1,2,0,14,0.08333333333333333,0.11666666666666667,0.07180807799248165,1.5,0.0
64301,Italian,211,17,1,1,2,3,0,13,0.09375,0.1625,0.08894987789233638,1.8333333333333333,0.0
64302,Italian,211,17,9,1,0,1,1,0,0.1,0.0,0.06571745727155467,2.083333333333333,0.0
64303,Italian,211,17,13,1,2,3,0,11,0.1,0.18333333333333332,0.06571745727155467,2.083333333333333,0.0
64304,Italian,211,17,5,1,1,2,0,1,0.10416666666666666,0.020833333333333332,0.05584331557828295,2.2833333333333337,0.0
64305,Italian,211,17,8,1,0,1,1,0,0.10714285714285714,0.0,0.07538075405660362,2.4499999999999997,0.0
64306,Italian,211,17,10,1,2,3,0,8,0.10416666666666666,0.16666666666666666,0.05584331557828295,2.2833333333333337,0.0
64307,Italian,211,17,3,1,0,1,1,0,0.10714285714285714,0.0,0.051647260810767,2.4499999999999997,0.0
64308,Italian,211,17,15,1,2,3,0,6,0.10714285714285714,0.15,0.051647260810767,2.4499999999999997,0.0
64309,Italian,211,17,16,1,1,2,0,1,0.109375,0.029166666666666667,0.04986416388080725,2.592857142857143,0.0
64310,Italian,211,17,11,1,0,1,1,0,0.1111111111111111,0.0,0.07029760362910219,2.717857142857143,0.0
64311,Italian,211,17,2,1,2,3,0,3,0.109375,0.0875,0.04986416388080725,2.592857142857143,0.0
64312,Italian,211,17,7,1,0,1,1,0,0.1111111111111111,0.0,0.04910568559701628,2.7178571428571425,0.0
64313,Italian,211,17,6,1,1,2,0,1,0.1111111111111111,0.03333333333333333,0.04910568559701628,2.7178571428571425,0.0
64314,Italian,211,17,4,1,0,1,1,0,0.1125,0.0,0.0696539474931046,2.828968253968254,0.0
64315,Italian,212,29,5,0,3,3,0,28,0.0,0.0,0.015932705297163292,0.0,0.0
64316,Italian,212,29,13,1,0,1,1,0,0.03571428571428571,0.0,0.02044695912877742,1.0,0.0
64317,Italian,212,29,24,1,1,2,0,2,0.03571428571428571,0.0026455026455026454,0.02044695912877742,1.0,0.0
64318,Italian,212,29,19,1,1,2,0,1,0.047619047619047616,0.0026455026455026454,0.03331283364198974,1.5,0.0
64319,Italian,212,29,15,1,0,1,1,0,0.05357142857142857,0.0,0.044249677894810074,1.8333333333333333,0.0
64320,Italian,212,29,23,1,1,2,0,23,0.03571428571428571,0.03042328042328042,0.02044695912877742,1.0,0.0
64321,Italian,212,29,17,1,1,2,0,22,0.047619047619047616,0.0582010582010582,0.03331283364198974,1.5,0.0
64322,Italian,212,29,9,1,1,2,0,21,0.05357142857142857,0.08333333333333333,0.044249677894810074,1.8333333333333333,0.0
64323,Italian,212,29,1,1,2,3,0,20,0.05714285714285714,0.10582010582010581,0.05354592302751858,2.0833333333333335,0.0
64324,Italian,212,29,2,1,0,1,1,0,0.05952380952380952,0.0,0.038689013138482185,2.283333333333333,0.0
64325,Italian,212,29,4,1,3,4,0,18,0.05952380952380952,0.11904761904761904,0.038689013138482185,2.283333333333333,0.0
64326,Italian,212,29,20,1,0,1,1,0,0.06122448979591836,0.0,0.0268940179178679,2.45,0.0
64327,Italian,212,29,21,1,1,2,0,1,0.06122448979591836,0.007936507936507936,0.0268940179178679,2.45,0.0
